brewery,link,type,address
Luppolo Brewing Company,/brewers/luppolo-brewing-company/27398/,Microbrewery,"1123 Venables Street, Vancouver, British Columbia, V6A 2E3, Canada"
Lupulone,/brewers/lupulone/43114/,Client Brewer,"Quebec, Canada"
Luxe - Artisan Brasseurs,/brewers/luxe-artisan-brasseurs/36051/,Client Brewer,"Quebec, Canada"
Macallen - Ferme & Brasserie,/brewers/macallen-ferme-brasserie/24106/,Microbrewery,"254 QC-343, Saint-Ambroise-de-Kildare, Quebec, J0K 1C0, Canada"
MacFerly - Brasseur,/brewers/macferly-brasseur/39076/,Brewpub/Brewery,"1111 boulevard de l'Ange Gardien Nord, local 114, L'Assomption, Quebec, J5W1N7, Canada"
MacKinnon Brothers Brewing Co.,/brewers/mackinnon-brothers-brewing-co/20301/,Microbrewery,"1915 Country Rd. 22, Bath, Ontario, K0H 1G0, Canada"
Magic Malts,/brewers/magic-malts/51665/,Client Brewer,"Surrey, British Columbia, Canada"
Magnotta Brewery & Craft Ciders (Magnotta),/brewers/magnotta-brewery-craft-ciders-magnotta/369/,Microbrewery,"271 Chrislea Road, Vaughan, Ontario, L4L 8N6, Canada"
Main Street Brewing (Canada),/brewers/main-street-brewing-canada/18430/,Microbrewery,"261 E. 7th Ave, Vancouver, British Columbia, Canada"
Malty National Brewing Corp.,/brewers/malty-national-brewing-corp/26637/,Microbrewery,"1130 15th Ave, Regina, Saskatchewan, S4P 0Y5, Canada"
Mama's Brew Pub,/brewers/mama39s-brew-pub/26681/,Brewpub,"500 Brookside Drive, Fredericton, New Brunswick, Canada"
Manitoulin Brewing Co.,/brewers/manitoulin-brewing-co/23703/,Microbrewery,"43 Manitowaning Rd, Little Current, Ontario, P0P 1K0, Canada"
Manual Labour Beer Co.,/brewers/manual-labour-beer-co/52408/,Microbrewery,"510 - 280 Portage Close, Sherwood Park, Alberta, T8H 2R6, Canada"
Maple Meadows Brewing Co.,/brewers/maple-meadows-brewing-co/22598/,Microbrewery,"22775 Dewdney Trunk Rd, Maple Ridge, British Columbia, V2X 3K4, Canada"
Marda Loop Brewing Co.,/brewers/marda-loop-brewing-co/36869/,Microbrewery,"3523 18th Street SW, Calgary, Alberta, T2T 4T9, Canada"
Mariner Brewing,/brewers/mariner-brewing/32696/,Microbrewery,"1100 Lansdowne Dr., Coquitlam, British Columbia, V3B 5E2, Canada"
Market Brewing Co.,/brewers/market-brewing-co/30378/,Microbrewery,"17775 Leslie Street, Unit 4, Newmarket, Ontario, L3Y 3E3, Canada"
Marten Brewing Co.,/brewers/marten-brewing-co/25135/,Brewpub,"2933a 30th Ave, Vernon, British Columbia, V1T 2B8, Canada"
Mascot Brewery,/brewers/mascot-brewery/24397/,Microbrewery,"37 Advance Rd, Etobicoke, Ontario, M8Z 2S6, Canada"
Mash Paddle Brewing Co.,/brewers/mash-paddle-brewing-co/24164/,Microbrewery,"111 Sherwood Dr #3A, Brantford, Ontario, N3T 6J9, Canada"
Matera - Brasseurs Tonneliers,/brewers/matera-brasseurs-tonneliers/31703/,Client Brewer,"Quebec, Canada"
Matron Fine Beer,/brewers/matron-fine-beer/39582/,Microbrewery,"65 Barkers Lane, Bloomfield, Ontario, K0K 1G0, Canada"
Maybee Brewing,/brewers/maybee-brewing/25711/,Microbrewery,"559 Wilsey Rd, Fredericton, New Brunswick, E3B 7K1, Canada"
Mayne Island Brewing Company,/brewers/mayne-island-brewing-company/29714/,Microbrewery,"490 Fernhill Rd, Mayne Island, British Columbia, V0N 2J2, Canada"
Meander River Farm & Brewery,/brewers/meander-river-farm-brewery/20459/,Microbrewery,"906 Woodville Road, Ashdale, Nova Scotia, B0N 2A0, Canada"
Medicine Hat Brewing Company,/brewers/medicine-hat-brewing-company/30212/,Brewpub/Brewery,"1366 Brier Park Drive, Medicine Hat, Alberta, T1C 1Z7, Canada"
Mellön Brasserie,/brewers/mellon-brasserie/44310/,Brewpub/Brewery,"7141 rue Saint-André, Montréal, Quebec, H2S 2L3, Canada"
Memento Brasserie Artisanale,/brewers/memento-brasserie-artisanale/48830/,Microbrewery,"2471 Saint-Patrick St., Montreal, Quebec, H3K 1B3, Canada"
Menaud - Distillerie & Brasserie,/brewers/menaud-distillerie-brasserie/34610/,Brewpub/Brewery,"1, Rue de la Rivière, Clermont, Quebec, G4A 1B5, Canada"
MERIT Brewing,/brewers/merit-brewing/31343/,Brewpub,"107 James St North, Hamilton, Ontario, L8R2K6, Canada"
Messorem Bracitorium,/brewers/messorem-bracitorium/38933/,Brewpub/Brewery,"2233 rue Pitt, Montréal, Quebec, H4E 4H2, Canada"
Metro Brands,/brewers/metro-brands/46858/,Client Brewer,"Montreal, Quebec, Canada"
Meuse Brewing,/brewers/meuse-brewing/42211/,Microbrewery,"1853 Windham Rd 3, Scotland, Ontario, N0E 1R0, Canada"
Meyers Creek Brewing Company,/brewers/meyers-creek-brewing-company/41725/,Microbrewery,"60 Dundas Street East, Belleville, Ontario, K8N 1B8, Canada"
Micro Beemer,/brewers/micro-beemer/31681/,Microbrewery,"310, Rue Brassard, Roberval, Quebec, G8H 1Z6, Canada"
Microbrasserie 4 Origines,/brewers/microbrasserie-4-origines/34634/,Brewpub/Brewery,"1304, Rue Saint-Patrick, Montréal, Quebec, H3K 1A4, Canada"
Microbrasserie Anonyme,/brewers/microbrasserie-anonyme/47500/,Microbrewery,"385 rue du Parc, Saint-Eustache, Quebec, J7R0A3, Canada"
Microbrasserie Ateepic,/brewers/microbrasserie-ateepic/50104/,Microbrewery,"570 Rue Victoria, Edmundston, New Brunswick, E3V 3K9, Canada"
Microbrasserie Au Frontibus,/brewers/microbrasserie-au-frontibus/31304/,Brewpub/Brewery,"43, Rue du Banc, Gaspé, Quebec, G4X 5E3, Canada"
Microbrasserie Brouemalt,/brewers/microbrasserie-brouemalt/32654/,Brewpub,"353, Rue Principale, Saint-Donat-de-Montcalm, Quebec, J0T 2C0, Canada"
Microbrasserie Cap Gaspé,/brewers/microbrasserie-cap-gaspe/32296/,Brewpub/Brewery,"286, Boulevard de York Sud, Gaspé, Quebec, G4X 2L2, Canada"
Microbrasserie Cardinal Brewing,/brewers/microbrasserie-cardinal-brewing/43599/,Brewpub/Brewery,"466 Rue Main, Hudson, Quebec, J0P 1H0, Canada"
Microbrasserie Cassel,/brewers/microbrasserie-cassel/14749/,Microbrewery,"2 Racine St, Casselman, Ontario, K0A 1M0, Canada"
Microbrasserie Charlevoix,/brewers/microbrasserie-charlevoix/349/,Brewpub/Brewery,"6, Rue Paul-René Tremblay, Baie-Saint-Paul, Quebec, G3Z 3E4, Canada"
Microbrasserie Coaticook,/brewers/microbrasserie-coaticook/18786/,Brewpub/Brewery,"1007, Rue Child, Coaticook, Quebec, J1A 2S5, Canada"
Microbrasserie Côte-du-Sud,/brewers/microbrasserie-cote-du-sud/32656/,Brewpub/Brewery,"50, Boulevard Taché ouest, Montmagny, Quebec, G5V 3A2, Canada"
Microbrasserie de Bellechasse,/brewers/microbrasserie-de-bellechasse/17946/,Brewpub/Brewery,"2020, Rue de l’Église, Buckland, Quebec, G0R 1G0, Canada"
Microbrasserie de l'Île d'Orléans (Haacht),/brewers/microbrasserie-de-l39ile-d39orleans-haacht/7340/,Brewpub/Brewery,"3887, Chemin Royal, Sainte-Famille, Quebec, G0A 3P0, Canada"
Microbrasserie des Beaux Prés,/brewers/microbrasserie-des-beaux-pres/13488/,Brewpub/Brewery,"9430, Boulevard Sainte-Anne, Sainte-Anne-de-Beaupré, Quebec, G0A 3C0, Canada"
Microbrasserie Des Haldes,/brewers/microbrasserie-des-haldes/43208/,Brewpub,"420 Rue Saint Alphonse-Sud, Thetford Mines, Quebec, G6G 3V8, Canada"
Microbrasserie Du Lac Saint-Jean,/brewers/microbrasserie-du-lac-saint-jean/9220/,Brewpub/Brewery,"120, Rue de la Plage, Saint-Gédéon, Quebec, G0W 2P0, Canada"
Microbrasserie Du Lièvre,/brewers/microbrasserie-du-lievre/908/,Brewpub/Brewery,"131, Boulevard Albiny-Paquette, Mont-Laurier, Quebec, J9L 1J2, Canada"
Microbrasserie du Vieux-Canal,/brewers/microbrasserie-du-vieux-canal/51116/,Brewpub,"299 rue Victoria, Salaberry-de-Valleyfield, Quebec, J6S 1P8, Canada"
Microbrasserie Giboo,/brewers/microbrasserie-giboo/34675/,Brewpub,"157, Rue Principale, Sainte-Hénédine, Quebec, G0S 2R0, Canada"
Microbrasserie Glutenberg (Groupe Glutenberg),/brewers/microbrasserie-glutenberg-groupe-glutenberg/13241/,Microbrewery,"950-2350, Rue Dickson, Montréal, Quebec, H1N 3T1, Canada"
Microbrasserie Hop Station,/brewers/microbrasserie-hop-station/41389/,Brewpub,"131 Rue Lovell, Coaticook, Quebec, J1A 3B2, Canada"
Microbrasserie Houblon-Pêcheur,/brewers/microbrasserie-houblon-pecheur/39598/,Microbrewery,"Village-des-Poirier, New Brunswick, E8N 1N6, Canada"
Microbrasserie Jackalhop,/brewers/microbrasserie-jackalhop/47816/,Microbrewery,"775 Route 116 Ouest, Plessisville, Quebec, G6L 2Y2, Canada"
Microbrasserie Kapadokya,/brewers/microbrasserie-kapadokya/22174/,Brewpub,"1507, Avenue Saint-Louis, Plessisville, Quebec, G6L 2M7, Canada"
Microbrasserie L'Appât du Grain,/brewers/microbrasserie-l39appet-du-grain/31024/,Client Brewer,"Quebec, Canada"
Microbrasserie L'Entêté,/brewers/microbrasserie-l39entete/39057/,Microbrewery,"15600 rue Charles, Mirabel, Quebec, J7J 0V9, Canada"
Microbrasserie L'Ours Brun,/brewers/microbrasserie-l39ours-brun/31802/,Brewpub/Brewery,"328, Rue Félix-Declos, Repentigny, Quebec, J5Z 0E8, Canada"
Microbrasserie La Barberie,/brewers/microbrasserie-la-barberie/906/,Brewpub/Brewery,"310, Rue Saint-Roch, Québec, Quebec, G1K 6S2, Canada"
Microbrasserie La Boite à Malt,/brewers/microbrasserie-la-boite-a-malt/18787/,Brewpub/Brewery,"18 Rue des Érables, Saint-Flavien, Quebec, G0S 2M0, Canada"
Microbrasserie La Centrale,/brewers/microbrasserie-la-centrale/39933/,Brewpub,"2, rue Richardson, Beauharnois, Quebec, J6N 2T1, Canada"
Microbrasserie La Compagnie,/brewers/microbrasserie-la-compagnie/35220/,Brewpub/Brewery,"15, rue Père-Divet, Sept-îles, Quebec, G4R 5B6, Canada"
Microbrasserie La Diable,/brewers/microbrasserie-la-diable/1452/,Brewpub,"117, Chemin Kandahar, Mont-Tremblant, Quebec, J0T 1Z0, Canada"
Microbrasserie La Garnison,/brewers/microbrasserie-la-garnison/33057/,Brewpub,"4256, Rue Laval, Lac-Mégantic, Quebec, G6B 1A8, Canada"
Microbrasserie La Memphré,/brewers/microbrasserie-la-memphre/3872/,Brewpub/Brewery,"2125, Rue Tanguay, Magog, Quebec, Canada"
Microbrasserie La Veillée (Coop Brassicole des Laurentides),/brewers/microbrasserie-la-veillee-coop-brassicole-des-laurentides/35544/,Microbrewery,"195 rue Brissette, Sainte-Agathe-des-Monts, Quebec, J8S3S4, Canada"
Microbrasserie Labrosse,/brewers/microbrasserie-labrosse/30279/,Brewpub/Brewery,"133, Avenue Labrosse, Pointe Claire, Quebec, H9R 1A3, Canada"
Microbrasserie Le Baril Roulant (Coop Brassicole Laurentides),/brewers/microbrasserie-le-baril-roulant-coop-brassicole-laurentides/15519/,Brewpub/Brewery,"1650 QC-117, Val-David, Quebec, J0T 2N0, Canada"
Microbrasserie Le BockAle,/brewers/microbrasserie-le-bockale/22692/,Brewpub/Brewery,"2400, Rue Canadien, Suite 201, Drummondville, Quebec, J2C 7W3, Canada"
Microbrasserie Le Castor Brewing Co.,/brewers/microbrasserie-le-castor-brewing-co/14735/,Microbrewery,"67, Chemin des Vinaigriers, Rigaud, Quebec, J0P 1P0, Canada"
Microbrasserie Le Coureur des Bois,/brewers/microbrasserie-le-coureur-des-bois/14045/,Brewpub/Brewery,"427, Route De La Friche, Dolbeau-Mistassini, Quebec, G8L 0E6, Canada"
Microbrasserie Le Fermentor,/brewers/microbrasserie-le-fermentor/32538/,Brewpub/Brewery,"318 rue Saint-Paul, Local C, Repentigny, Quebec, J5Z 3T3, Canada"
Microbrasserie Le Mouton Noir,/brewers/microbrasserie-le-mouton-noir/33968/,Brewpub/Brewery,"328, Rue Scott, La Tuque, Quebec, G9X 1P3, Canada"
Microbrasserie Le Naufrageur,/brewers/microbrasserie-le-naufrageur/9908/,Brewpub/Brewery,"586, Boulevard Perron, Carleton-sur-Mer, Quebec, G0C 1J0, Canada"
Microbrasserie Le Prospecteur,/brewers/microbrasserie-le-prospecteur/19742/,Brewpub/Brewery,"585, 3e Avenue, Val-d'Or, Quebec, J9P 1S6, Canada"
Microbrasserie Le Saint-Fût,/brewers/microbrasserie-le-saint-fut/38211/,Brewpub/Brewery,"253-A, Rue du Saguenay, Saint-Fulgence, Quebec, G0V 1S0, Canada"
Microbrasserie Les Vents d'Ange,/brewers/microbrasserie-les-vents-d39ange/12254/,Brewpub/Brewery,"839, Chemin Principal, Saint-Joseph-du-Lac, Quebec, J0N 1M0, Canada"
Microbrasserie Maltéus,/brewers/microbrasserie-malteus/17050/,Brewpub,"5, Vue Victoria Est, Valleyfield, Quebec, J6T 2L1, Canada"
Microbrasserie Nouvelle-France,/brewers/microbrasserie-nouvelle-france/905/,Brewpub/Brewery,"90, Rang de la Rivière-aux-Écorces, Saint-Alexis-des-Monts, Quebec, J0K 1V0, Canada"
Microbrasserie Pit Caribou,/brewers/microbrasserie-pit-caribou/9010/,Brewpub/Brewery,"27, Rue de l'Anse, Percé, Quebec, G0C 1G0, Canada"
Microbrasserie Pixel Brewing Co.,/brewers/microbrasserie-pixel-brewing-co/39374/,Client Brewer,"Montreal, Quebec, Canada"
Microbrasserie Ruisseau Noir,/brewers/microbrasserie-ruisseau-noir/34507/,Brewpub/Brewery,"3130A, Boulevard des Entreprises, Terrebonne, Quebec, J6X 4J8, Canada"
Microbrasserie Saint Arnould (Coop Brassicole des Laurentides),/brewers/microbrasserie-saint-arnould-coop-brassicole-des-laurentides/916/,Brewpub/Brewery,"1039 rue Saint-Roch, Mont-Tremblant, Quebec, J8E 2Y9, Canada"
Microbrasserie Saint-Honoré [MSH],/brewers/microbrasserie-saint-honore-msh/34612/,Brewpub/Brewery,"683, Rue de l'Hôtel-de-Ville, Saint-Honoré, Quebec, G0V 1L0, Canada"
Microbrasserie Siboire,/brewers/microbrasserie-siboire/9253/,Brewpub/Brewery,"80, Rue du Dépôt, Local 102, Sherbrooke, Quebec, J1H 5G1, Canada"
Microbrasserie St-Pancrace,/brewers/microbrasserie-st-pancrace/17608/,Brewpub/Brewery,"110, Boulevard Comeau, Baie-Comeau, Quebec, G4Z 3A8, Canada"
Microbrasserie Tadoussac,/brewers/microbrasserie-tadoussac/31700/,Brewpub/Brewery,"145, Rue du Bord de l’Eau, Tadoussac, Quebec, G0T 2A0, Canada"
Microbrasserie Trois Lacs,/brewers/microbrasserie-trois-lacs/36102/,Brewpub/Brewery,"434, Rue Aimé-Vincent, Vaudreuil-Dorion, Quebec, J7V 5V5, Canada"
Microbrasserie Vox Populi (Groupe Glutenberg),/brewers/microbrasserie-vox-populi-groupe-glutenberg/21877/,Microbrewery,"2350, Rue Dickson, Local 1400, Montréal, Quebec, H1N 3T1, Canada"
Microbrasserie Wick Station,/brewers/microbrasserie-wick-station/51066/,Microbrewery,"167 Rue St Louis, Warwick, Quebec, J0A 1M0, Canada"
Microbroue,/brewers/microbroue/34952/,Client Brewer,"Pavillon Alphonse-Desjardins 2325, rue de l'Université, VCH-00123, Quebec, Quebec, G1V 0A6, Canada"
Midland Beer Works (Hockley Valley Brewing),/brewers/midland-beer-works-hockley-valley-brewing/16551/,Client Brewer,"Ontario, Canada"
Midtown Brewing Company (Canada),/brewers/midtown-brewing-company-canada/31654/,Microbrewery,"266 Main St., Wellington, Ontario, K0K 3L0, Canada"
Mighty Peace Brewing Co.,/brewers/mighty-peace-brewing-co/39801/,Microbrewery,"10128 95 Ave, Fort St. John, British Columbia, V1J 1J1, Canada"
Mile Zero Brewing,/brewers/mile-zero-brewing/50839/,Brewpub,"4495 Happy Valley Rd, Metchosin, British Columbia, V9C 3Z3, Canada"
Mill Street Brewery (AB InBev),/brewers/mill-street-brewery-ab-inbev/3223/,Commercial Brewery,"21 Tankhouse Lane, Ontario, Canada"
Millstream Beverage Company,/brewers/millstream-beverage-company/47962/,Microbrewery,"2321 Millstream Rd, Victoria, British Columbia, V9B 3R3, Canada"
Minhas Micro Brewery (Minhas Brewery),/brewers/minhas-micro-brewery-minhas-brewery/17638/,Brewpub/Brewery,"1314 44 Ave NE, Calgary, Alberta, T2E 6L6, Canada"
Ministère,/brewers/ministere/48340/,Microbrewery,"1750 Rue Marie-Victorin, St-Bruno-de-Montarville, Quebec, J3V 6B9, Canada"
Mission Springs Brewing Company (Springs Group),/brewers/mission-springs-brewing-company-springs-group/2139/,Brewpub,"7160 Oliver St., Mission, British Columbia, V2X 6K5, Canada"
Modern Brewer,/brewers/modern-brewer/44362/,Brewpub/Brewery,"30 Church Street,, Cornwall, Prince Edward Island, C0A 1H4, Canada"
Molson Coors Canada - Molson Brewing Co. (Molson Coors),/brewers/molson-coors-canada-molson-brewing-co-molson-coors/49/,Commercial Brewery,"1320, Rue Notre-Dame Est, Montréal, Quebec, Canada"
Monkey 9 Brewing,/brewers/monkey-9-brewing/34593/,Brewpub,"14200 Entertainment Boulevard, Richmond, British Columbia, V6W 1A8, Canada"
Mono Centre Brewing,/brewers/mono-centre-brewing/50028/,Microbrewery,"388113 Mono Centre Rd, Mono, Ontario, L9W 6V8, Canada"
MonsRegius - Bières Artisanales,/brewers/monsregius-bieres-artisanales/21918/,Microbrewery,"1750, Rue Marie-Victorin, Saint-Bruno-de-Montarville, Quebec, J3V 6B9, Canada"
Moody Ales & Co,/brewers/moody-ales-co/21071/,Microbrewery,"2601 Murray Street, Port Moody, British Columbia, V3H 3R5, Canada"
Moon Under Water Brewery,/brewers/moon-under-water-brewery/12288/,Brewpub,"350 Bay Street, Victoria, British Columbia, V8T 1P7, Canada"
Moosehead Breweries,/brewers/moosehead-breweries/41/,Commercial Brewery,"89 Main Street, Saint John, New Brunswick, E2M 3H2, Canada"
MorALE Brewsters,/brewers/morale-brewsters/42133/,Microbrewery,"137 Sprucewood Dr, New Maryland, New Brunswick, E3C 1C5, Canada"
Morrow Beer Company,/brewers/morrow-beer-company/45643/,Brewpub/Brewery,"470 Lakeshore Drive West, Salmon Arm, British Columbia, V1E 4S5, Canada"
Moth Lane Brewing Co.,/brewers/moth-lane-brewing-co/29810/,Microbrewery,"101 Mickie Allen Shore Road, Ellerslie, Prince Edward Island, C0B 1J0, Canada"
Motor Craft Ales,/brewers/motor-craft-ales/15270/,Brewpub,"888 Erie Street East, Windsor, Ontario, N9A 3Y9, Canada"
Moulin 7 - Microbrasserie,/brewers/moulin-7-microbrasserie/20549/,Brewpub/Brewery,"294, Boulevard Saint-Luc, Asbestos, Quebec, J1T, Canada"
Mount Arrowsmith Brewing Company,/brewers/mount-arrowsmith-brewing-company/30973/,Microbrewery,"109-425 Stanford Ave E., Parksville, British Columbia, V9P 2N4, Canada"
Mountainview Brewing Co.,/brewers/mountainview-brewing-co/44541/,Microbrewery,"390 Old Hope Princeton Way, Hope, British Columbia, V0X 1L4, Canada"
Mt. Begbie Brewing Co.,/brewers/mt-begbie-brewing-co/1246/,Microbrewery,"2155 Oak Drive, Revelstoke, British Columbia, V0E 2S1, Canada"
Muddy York Brewing Co.,/brewers/muddy-york-brewing-co/22166/,Microbrewery,"22 Cranfield Road, Toronto, Ontario, M4B 3H1, Canada"
Mudtown Station,/brewers/mudtown-station/44205/,Brewpub,"1198 1st Ave E, Owen Sound, Ontario, N4K 0B3, Canada"
Multi-Brasses,/brewers/multi-brasses/4861/,Microbrewery,"1209, Rue Saint-Joseph, Tingwick, Quebec, J0A 1L0, Canada"
Muskoka Brewery,/brewers/muskoka-brewery/927/,Microbrewery,"1964 Muskoka Beach Road, Bracebridge, Ontario, P1L 1S6, Canada"
Mutoïde - Microbrasserie,/brewers/mutoide-microbrasserie/43594/,Brewpub,"3135 rue Hochelaga, Montréal, Quebec, H1W 1G3, Canada"
MVP - Merecroft Village Pub,/brewers/mvp-merecroft-village-pub/7728/,Brewpub,"#205 - 489 S. Dogwood St, Campbell River, British Columbia, V9W 6K6, Canada"
Mycobrasserie Chapeau les Bois!,/brewers/mycobrasserie-chapeau-les-bois/41298/,Microbrewery,"790 Rue Saint-Vallier O, Québec, Quebec, G1N 1C9, Canada"
Namesake Brewing,/brewers/namesake-brewing/51968/,Commercial Brewery,"830 King Edward Street, Winnipeg, Manitoba, R3H 0P4, Canada"
Nano Cinco,/brewers/nano-cinco/47375/,Microbrewery,"236 3e Rue, Québec City, Quebec, G1L 2S8, Canada"
Natterjack Brewing Company Ltd,/brewers/natterjack-brewing-company-ltd/38494/,Microbrewery,"25292 Talbot line, West Lorne, Ontario, N0L 2P0, Canada"
Neighbourhood Brewing,/brewers/neighbourhood-brewing/40747/,Brewpub/Brewery,"187 Westminster Ave, Penticton, British Columbia, V2A 1J7, Canada"
Nelson Brewing Co.,/brewers/nelson-brewing-co/718/,Microbrewery,"512 Latimer Street, Nelson, British Columbia, Canada"
Neustadt Springs Brewery,/brewers/neustadt-springs-brewery/1653/,Microbrewery,"456 Jacob Street, Neustadt, Ontario, Canada"
New Era Brewing,/brewers/new-era-brewing/40242/,Client Brewer,"Calgary, Alberta, Canada"
New Level Brewing,/brewers/new-level-brewing/36893/,Microbrewery,"7005 Fairmount Drive S.E. Unit 4140, Calgary, Alberta, T2H 0J1, Canada"
New Limburg Brewing Co.,/brewers/new-limburg-brewing-co/24746/,Microbrewery,"2353 Nixon Road, Simcoe, Ontario, N3Y 4K6, Canada"
New Maritime Beer Co.,/brewers/new-maritime-beer-co/40512/,Brewpub/Brewery,"55 Newcastle Blvd, Miramichi, New Brunswick, E1V 2B2, Canada"
New Ontario Brewing Co.,/brewers/new-ontario-brewing-co/24029/,Microbrewery,"1401 Seymour St, North Bay, Ontario, P1B 8G4, Canada"
New Scotland Brewing Co.,/brewers/new-scotland-brewing-co/40683/,Microbrewery,"16 Portland Street, Dartmouth, Nova Scotia, B2Y 1G9, Canada"
Newark Brewing Company,/brewers/newark-brewing-company/41523/,Microbrewery,"4766 Christie Dr, Beamsville, Ontario, L0R 1B1, Canada"
Niagara Brewing Company,/brewers/niagara-brewing-company/23348/,Brewpub/Brewery,"4915-A Clifton Hill, Niagara Falls, Ontario, L2G 3N5, Canada"
Niagara College Teaching Brewery,/brewers/niagara-college-teaching-brewery/12597/,Microbrewery,"135 Taylor Road, Niagara-on-the-Lake, Ontario, L0S 1J0, Canada"
Nickel Brook Brewing Co.,/brewers/nickel-brook-brewing-co/5641/,Microbrewery,"3426 Mainway, Burlington, Ontario, l7m 1A8, Canada"
Nine In A Line Brewing,/brewers/nine-in-a-line-brewing/47322/,Microbrewery,"119 1 Ave N, Vulcan, Alberta, T0L 2B0, Canada"
Nine Locks Brewing Company,/brewers/nine-locks-brewing-company/26577/,Microbrewery,"219 Waverley Road, Dartmouth, Nova Scotia, B2X 2C3, Canada"
Ninepenny Brewing,/brewers/ninepenny-brewing/38112/,Microbrewery,"75 Conception Bay Hwy, Conception Bay South, Newfoundland, A1W 3A3, Canada"
Nita Beer Company,/brewers/nita-beer-company/21940/,Microbrewery,"190 Colonnade Rd, Unit 17, Ottawa, Ontario, K2E 7J6, Canada"
Noctem - Artisans Brasseurs,/brewers/noctem-artisans-brasseurs/24901/,Brewpub/Brewery,"1095 Vincent-Massey, suite 8, Québec, Quebec, G1N 1N2, Canada"
Noire et Blanche - Microbrasserie,/brewers/noire-et-blanche-microbrasserie/14989/,Brewpub/Brewery,"196, Rue Saint-Eustache, Saint-Eustache, Quebec, J7R 2L7, Canada"
Nokomis Craft Ales,/brewers/nokomis-craft-ales/20456/,Microbrewery,"301 1st Avenue East, Nokomis, Saskatchewan, S0G 3R0, Canada"
Nonsuch Brewing Co.,/brewers/nonsuch-brewing-co/31634/,Microbrewery,"125 Pacific Ave, Winnipeg, Manitoba, R3B0M1, Canada"
Norse Brewery,/brewers/norse-brewery/30124/,Microbrewery,"11 Ritchie Drive, Nobel, Ontario, Canada"
Norsemen Brewing Co.,/brewers/norsemen-brewing-co/12764/,Brewpub,"6505 48 Avenue, Camrose, Alberta, T4V 3K3, Canada"
North American Craft,/brewers/north-american-craft/38634/,Client Brewer,"Ontario, Canada"
North Brewing Co. (Canada),/brewers/north-brewing-co-canada/15998/,Microbrewery,"899 Portland St, Dartmouth, Nova Scotia, B2W 2N4, Canada"
North Point Brewing,/brewers/north-point-brewing/41346/,Microbrewery,"266 1st Street East, North Vancouver, British Columbia, V7L 1B3, Canada"
North Works Brewing Co.,/brewers/north-works-brewing-co/31974/,Brewpub,"46 Stafford Court, Cambridge, Ontario, N1T 1B3, Canada"
Northern Maverick Brewing Co.,/brewers/northern-maverick-brewing-co/32597/,Brewpub,"115 Bathurst St, Toronto, Ontario, M5V 2R1, Canada"
Northern Superior Brewing Co.,/brewers/northern-superior-brewing-co/30316/,Brewpub/Brewery,"50 Pim St, Sault Ste. Marie, Ontario, P6A 3G4, Canada"
Northpaw Brew Co.,/brewers/northpaw-brew-co/35977/,Microbrewery,"570 Sherling Avenue #2150, Port Coquitlam, British Columbia, V3B 0J6, Canada"
Northumberland Hills Brewery,/brewers/northumberland-hills-brewery/20482/,Microbrewery,"1024 Division Street, Cobourg, Ontario, K9A 5Y5, Canada"
Northwest Hop Farms,/brewers/northwest-hop-farms/38042/,Client Brewer,"Chilliwack, British Columbia, Canada"
Northwinds Brewery Limited,/brewers/northwinds-brewery-limited/17689/,Microbrewery,"499 First St, Collingwood, Ontario, L9Y 1B9, Canada"
NuBrewCo - Nunavut Brewing Company,/brewers/nubrewco-nunavut-brewing-company/31338/,Microbrewery,"Iqaluit Lane, Iqaluit, Nunavut, X0A0HO, Canada"
NWT Brewing Co.,/brewers/nwt-brewing-co/25572/,Brewpub,"3905 Franklin Ave, Yellowknife, Northwest Territories, X1A 2S6, Canada"
Ô Quai des Brasseurs,/brewers/o-quai-des-brasseurs/32258/,Brewpub/Brewery,"805, Avenue des Nénuphars, Bécancour, Quebec, G9H 4T6, Canada"
O'Creek Brewing Company,/brewers/o39creek-brewing-company/39599/,Microbrewery,"175 Barker St, Moncton, New Brunswick, E1C 9T8, Canada"
Oast House Brewers,/brewers/oast-house-brewers/15413/,Microbrewery,"2017 Niagara Stone Road, Niagara on the lake, Ontario, L0S 1J0, Canada"
Obsolete Brewing,/brewers/obsolete-brewing/52462/,Microbrewery,"24 2 Ave NW,, Dauphin, Manitoba, R7N 1H2, Canada"
Odd Company Brewing,/brewers/odd-company-brewing/41439/,Brewpub/Brewery,"12021 102 Ave #105, Edmonton, Alberta, T5K 0R8, Canada"
Off Grid Ales,/brewers/off-grid-ales/30014/,Microbrewery,"Harvey, New Brunswick, Canada"
Off the Rail Brewing Co.,/brewers/off-the-rail-brewing-co/22186/,Microbrewery,"1351 Adanac St, Vancouver, British Columbia, Canada"
Off Track Brewing,/brewers/off-track-brewing/34197/,Microbrewery,"275 Rocky Lake Drive, Bedford, Nova Scotia, Canada"
Okanagan Spring Brewery (Sleeman - Sapporo),/brewers/okanagan-spring-brewery-sleeman-sapporo/959/,Microbrewery,"2801 - 27A Avenue, Vernon, British Columbia, Canada"
Ol' Beautiful Brewing Company,/brewers/ol39-beautiful-brewing-company/32426/,Microbrewery,"2305 433 11th Avenue SE, Calgary, Alberta, Canada"
